System,3wrobotNI
Controller,Nominal
dt,0.01
state_init,[-3.   -3.    1.57]
Nactor,6
pred_step_size_multiplier,5.0
buffer_size,25
run_obj_struct,quadratic
R1_diag,"[100, 100, 10, 0, 0]"
R2_diag,"[1, 10, 1, 0, 0]"
Ncritic,25
gamma,0.9
critic_period_multiplier,1.0
critic_struct,quad-mix
actor_struct,quad-nomix
t [s],x [m],y [m],alpha [rad],run_obj,accum_obj,v [m/s],omega [rad/s]
0.0001,-3.0,-3.0,1.57,1824.6490000000001,18.24649,0.0,0.0
0.0011,-3.0,-3.0,1.57,1824.6490000000001,36.49298,0.0,0.0
0.0061,-3.0,-3.0,1.57,1824.6490000000001,54.739470000000004,0.0,0.0
0.0111,-3.0,-3.0,1.57,1824.6490000000001,72.98596,6.324555320336759,0.26879752058865347
0.0161,-2.9900025937482253,-2.999998083233052,1.5712214887328835,1818.69777066887,91.17293770668871,2.2,0.26879752058865347
0.0211,-2.9790026011967417,-3.0000101519428566,1.5725654763358268,1812.1813627433487,109.2947513341222,6.31142044389698,0.29700716333849697
0.0261,-2.96800263642486,-3.0000376388384926,1.574037656195537,1805.7024938584714,127.35177627270691,2.2,0.29700716333849697
0.031100000000000003,-2.9570027247262303,-3.0000814610389472,1.5755226920122294,1799.2581062212482,145.3443573349194,6.298045089709349,0.32543720483357275
0.0361,-2.9460028938249416,-3.000142257743586,1.5771369216372784,1792.8522704082864,163.27288003900227,2.2,0.32543720483357275
0.0411,-2.935003176540476,-3.000220953129996,1.5787641076614463,1786.481902466695,181.13769906366923,6.285079699650925,0.35266958117039304
0.046099999999999995,-2.924003607359531,-3.0003181593398205,1.5805150449791239,1780.1508933856373,198.9392079975256,2.2,0.35266958117039304
0.05109999999999999,-2.9130042268045275,-3.000434761454463,1.5822783928849757,1773.8562874384409,216.67777087191,6.272538712804324,0.37875889587807055
0.05609999999999999,-2.902005076340552,-3.0005713457358736,1.5841602977027154,1767.601824883928,234.3537891207493,2.2,0.37875889587807055
0.06109999999999999,-2.891006204370162,-3.0007287598887493,1.5860540921821058,1761.3846722463004,251.9676358432123,6.260436133896613,0.4037596428732664
0.06609999999999999,-2.880007659482801,-3.0009075654650688,1.588061496826878,1755.208426691549,269.51972011012776,2.2,0.4037596428732664
0.0711,-2.8690094980786554,-3.0011085745028687,1.5900802950412443,1749.0703710488024,287.0104238206158,6.248785540792885,0.4277228653202021
0.0761,-2.858011775968014,-3.0013323249310027,1.5922079886284488,1742.9739664152805,304.4401634847686,2.2,0.4277228653202021
0.0811,-2.847014557613502,-3.001579594713504,1.59434660295505,1736.9166063699122,321.80932954846776,6.237600091127895,0.4506963310830008
0.08610000000000001,-2.8360179060992583,-3.0018508991646375,1.5965896149320573,1730.9016224382053,339.1183457728498,2.2,0.4506963310830008
0.09110000000000001,-2.8250218939689926,-3.0021469836560932,1.5988430965874723,1724.9265137630075,356.36761091047987,6.22689252741801,0.47272470837117897
0.09610000000000002,-2.8140265915954075,-3.0024683418223455,1.6011966811553036,1718.9944883025767,373.5575557935056,2.2,0.47272470837117897
0.10110000000000002,-2.803032079581437,-3.0028156878197954,1.6035603046971594,1713.103145925935,390.688587252765,6.216675180787092,0.4938497335938383
0.10610000000000003,-2.7920384355692773,-3.0031894944685895,1.6060199260749881,1707.255576567763,407.7611430184426,2.2,0.4938497335938383
0.11110000000000003,-2.7810457481636077,-3.003590445988419,1.6084891747429573,1701.449476313832,424.77563778158094,6.206959973435421,0.5141103718328659
0.11610000000000004,-2.7700541022271774,-3.0040189951854455,1.6110504932383407,1695.6878221876937,441.7325160034579,2.2,0.5141103718328659
0.12110000000000004,-2.75906359427753,-3.0044757975286287,1.613621045097505,1689.9684022921087,458.63220002637894,6.1977584199750195,0.5335429703431362
0.12610000000000005,-2.7480743163225427,-3.004961286549418,1.6162799039472955,1684.2940854482733,475.47514088086166,2.2,0.5335429703431362
0.13110000000000005,-2.7370863726759715,-3.005476090065049,1.618947618799011,1678.6627478682701,492.26176835954436,6.189081627749731,0.5521814054649938
0.13610000000000005,-2.726099862391837,-3.006020623014341,1.62170003174783,1673.077154501741,508.9925399045618,2.2,0.5521814054649938
0.14110000000000006,-2.7151148974388053,-3.0065954865802307,1.624460938775155,1667.5352660379376,525.6678925649412,6.180940296253808,0.570057223311754
0.14610000000000006,-2.7041315837970235,-3.007201077737525,1.627303078360143,1662.0397475318368,542.2882900402595,2.2,0.570057223311754
0.15110000000000007,-2.693150040926786,-3.007837971975874,1.6301533644767017,1656.5886407775358,558.8541764480349,6.17334471575879,0.5871997745721966
0.15610000000000007,-2.6821703815954967,-3.008506548884789,1.6330815509889622,1651.1845145808845,575.3660215938437,2.2,0.5871997745721966
0.16110000000000008,-2.6711927325721065,-3.009207359130184,1.6360175498618232,1645.825488713488,591.8242764809786,6.166304765254752,0.60363634374567
0.16610000000000008,-2.6602172132554265,-3.0099407654485204,1.6390282409565793,1640.5140390674615,608.2294168716533,2.2,0.60363634374567
0.17110000000000009,-2.6492439575223625,-3.0107072944848143,1.6420464226753075,1635.2483604954898,624.5819004766081,6.1598299098086695,0.6193922731051376
0.1761000000000001,-2.638273091231923,-3.0115072926115314,1.6451362036042763,1630.0308390211833,640.88220886682,2.2,0.6193922731051376
0.1811000000000001,-2.6273047551522106,-3.012341263193471,1.6482331649698019,1624.8597418994093,657.1308062858141,6.153929197439507,0.6344910816616025
0.1861000000000001,-2.6163390814172547,-3.013209536688122,1.6513987394106688,1619.7373680592243,673.3281799664063,2.2,0.6344910816616025
0.1911000000000001,-2.60537621745497,-3.014112593862967,1.6545711948189767,1614.6620546835782,689.4748005132421,6.148611255606727,0.6489545793818494
0.1961000000000001,-2.5944163014764743,-3.015050749672525,1.6578093762781227,1609.6360161275288,705.5711606745174,2.2,0.6489545793818494
0.2011000000000001,-2.5834594873247196,-3.016024462916276,1.661054149175032,1604.6576572206673,721.617737246724,6.143884287406016,0.6628029768903918
0.20610000000000012,-2.572505919078263,-3.0170340334236747,1.6643618529408277,1599.7291100281889,737.6150283470059,2.2,0.6628029768903918
0.21110000000000012,-2.561555756737989,-3.018079898605962,1.6676758678252797,1594.8488449259585,753.5635167962655,6.139756067563254,0.6760549908660591
0.21610000000000013,-2.5506091500294508,-3.0191623435141257,1.6710501034503242,1590.01891375318,769.4637059337973,2.2,0.6760549908660591
0.22110000000000013,-2.5396662648429524,-3.0202817847052508,1.6744303784046546,1585.2378505016125,785.3160844388134,6.136233938314894,0.6887279453238198
0.22610000000000013,-2.5287272563206082,-3.021438492769831,1.6778682426962994,1580.5076286434855,801.1211607252483,2.2,0.6887279453238198
0.23110000000000014,-2.5177922959630346,-3.022632863902925,1.6813118824229185,1575.8268440154457,816.8794291654027,6.133324805260086,0.7008378689533354
0.23610000000000014,-2.5068615440891993,-3.023865154526456,1.6848105529222812,1571.197393391642,832.5914030993191,2.2,0.7008378689533354
0.24110000000000015,-2.4959351775210505,-3.02513574092721,1.688314742267048,1566.6179328317883,848.257582427637,6.13103513326683,0.7123995886674261
0.24610000000000015,-2.485013361506081,-3.026444865626892,1.6918714711974945,1562.0902839048329,863.8784852666853,2.2,0.7123995886674261
0.25110000000000016,-2.4740962778893723,-3.0277928854228273,1.6954334691408317,1557.6131614111428,879.4546168807967,6.129370942511359,0.7234268194962112
0.25610000000000016,-2.4631840965905845,-3.029180029183661,1.6990455778075966,1553.1883130448653,894.9865000112454,2.2,0.7234268194962112
0.26110000000000017,-2.452277004171126,-3.0306066346044274,1.7026627119050777,1548.8145109946083,910.4746451211915,6.128337804726623,0.7339322509462001
0.26610000000000017,-2.4413751749589965,-3.0320729171289584,1.7063275855282884,1544.4934302606462,925.919579423798,2.2,0.7339322509462001
